survey_year,dorn_group,tenure_class,displaced_thousands,unweighted_count,sampling_variance
1996,finsales,all_tenures,414.70585800000003,164,1097.3527668602496
1996,firepol,all_tenures,16.593581099999998,9,43.79710462838729
1996,food,all_tenures,439.5634319,179,1338.19029306844
1996,guard,all_tenures,72.700041,25,241.0176447864883
1996,janitor,all_tenures,196.9261106,79,703.6801501077373
1996,mechanic,all_tenures,332.1783577,131,1129.267774909206
1996,mgmtrel,all_tenures,292.824042,118,640.6791235137244
1996,mining,all_tenures,19.4291956,9,53.57328211546156
1996,operator,all_tenures,971.0849420000001,376,2755.6007779546867
1996,otheragr,all_tenures,76.7502307,27,233.1800192579259
1996,othpers,all_tenures,7.4033216,5,14.159194221594063
1996,product,all_tenures,296.4919915,116,1036.5485561364396
1996,prof,all_tenures,915.0181904,371,2969.1369431722105
1996,recreation,all_tenures,29.3013949,10,105.04888622710475
1996,retsales,all_tenures,702.5472516,284,2153.5145861119813
1996,shealth,all_tenures,81.8024719,31,250.86831901825525
1996,tech,all_tenures,251.2047964,106,704.2678040937183
1996,transp,all_tenures,1047.1386006,389,3594.090177447665
1996,beauty,long_tenured,15.8835494,7,45.48877702849721
1996,child,long_tenured,3.7012283,2,6.833150004917242
1996,clean,long_tenured,20.9442788,8,59.795115093026595
1996,cleric,long_tenured,715.7556977,289,2332.9202658453705
1996,constr,long_tenured,207.159342,77,684.3408422039605
1996,exec,long_tenured,525.4938981,210,1530.4376451265061
1996,farmer,long_tenured,2.4642255,2,3.59168966053662
1996,finsales,long_tenured,220.0452522,89,723.025861400498
1996,firepol,long_tenured,4.0372889999999995,3,5.799841063145816
1996,food,long_tenured,89.91688280000001,39,289.609135960326
1996,guard,long_tenured,20.7989702,9,55.43146849193149
1996,janitor,long_tenured,65.8895857,29,180.9980089607498
1996,mechanic,long_tenured,170.1327143,67,579.5543781141361
1996,mgmtrel,long_tenured,172.14041390000003,71,471.86268530608766
1996,mining,long_tenured,3.5704689,1,10.946517112274169
1996,operator,long_tenured,427.5664661,176,1257.6034820264033
1996,otheragr,long_tenured,26.9521944,10,94.19215404524643
1996,othpers,long_tenured,6.3602656,3,11.72164803887913
1996,product,long_tenured,178.3844742,69,546.4352847769401
1996,prof,long_tenured,463.0498334,184,1530.616402729367
1996,recreation,long_tenured,10.9940766,4,33.54871073268849
1996,retsales,long_tenured,254.97182279999998,110,740.1170538934143
1996,shealth,long_tenured,27.0487356,9,93.39611958901521
1996,tech,long_tenured,136.0729976,59,390.9418289973193
1996,transp,long_tenured,355.69554420000003,135,1006.2081448056872
1998,beauty,all_tenures,20.5192002,8,57.29846841778385
1998,child,all_tenures,12.602280700000001,8,22.303930387328908
1998,clean,all_tenures,42.6126729,19,112.8654432038503
1998,cleric,all_tenures,1267.9967391999999,509,4977.617218277908
1998,constr,all_tenures,371.33479100000005,166,1169.4308595787857
1998,exec,all_tenures,677.6212851,284,1782.7864403013978
1998,farmer,all_tenures,7.0521697,4,16.170328380047177
1998,finsales,all_tenures,382.0341925,158,998.5388670631065
1998,firepol,all_tenures,16.562592399999996,8,43.945414062736674
1998,food,all_tenures,418.080246,176,1469.5520152816662
1998,guard,all_tenures,75.1323106,32,281.7579295114338
1998,janitor,all_tenures,189.2712741,73,586.8478641628418
1998,mechanic,all_tenures,259.40102609999997,113,800.94480736526
1998,mgmtrel,all_tenures,260.6044281,113,546.0564597396349
1998,mining,all_tenures,7.0101543,7,8.841268172032212
1998,operator,all_tenures,779.4912211,298,2543.2511067302376
1998,otheragr,all_tenures,57.9571235,24,158.50423750689663
1998,othpers,all_tenures,28.173231100000002,13,82.34397747783876
1998,product,all_tenures,220.49090840000002,91,612.7306578357411
1998,prof,all_tenures,759.8399893000001,321,2083.57540954307
1998,recreation,all_tenures,7.181987,5,14.26937466543377
1998,retsales,all_tenures,713.5783657,299,2052.833971463766
1998,shealth,all_tenures,98.3229635,38,353.6903387279719
1998,tech,all_tenures,294.0857205,117,847.3489117615865
1998,transp,all_tenures,752.7202249000001,297,2326.914342998839
1998,beauty,long_tenured,5.6454967,2,16.861158311281862
1998,child,long_tenured,3.3255584,2,7.531829310553657
1998,clean,long_tenured,12.0266007,5,30.53712642278242
1998,cleric,long_tenured,596.5493719,249,1748.3047409191138
1998,constr,long_tenured,103.45038009999999,48,237.97746825088663
1998,exec,long_tenured,407.85949810000005,168,1287.6743422839309
1998,farmer,long_tenured,1.0649640999999999,1,1.3949172085922494
1998,finsales,long_tenured,232.42454089999998,97,673.9866946795014
1998,firepol,long_tenured,14.3611107,7,49.4627406117289
1998,food,long_tenured,101.7206661,47,359.812264732692
1998,guard,long_tenured,34.5281435,15,99.70203962848048
1998,janitor,long_tenured,87.15305590000001,31,274.17723712507535
1998,mechanic,long_tenured,131.7680334,58,376.8414569209414
1998,mgmtrel,long_tenured,146.7822961,63,405.5772586668645
1998,mining,long_tenured,2.7030901,3,3.4596037432179068
1998,operator,long_tenured,353.0521804,144,909.8117381553136
1998,otheragr,long_tenured,27.780908800000002,12,77.66737522019811
1998,othpers,long_tenured,11.4821187,4,28.96012237067449
1998,product,long_tenured,134.712941,53,432.1503611576877
1998,prof,long_tenured,387.2385086,166,1040.5670887013846
1998,recreation,long_tenured,4.968854100000001,2,14.041318521991014
1998,retsales,long_tenured,292.317369,124,879.1183555532424
1998,shealth,long_tenured,41.5708529,14,162.05485552024342
1998,tech,long_tenured,138.517918,58,418.4353612770112
1998,transp,long_tenured,262.5683325,111,846.9619526720659
2000,beauty,all_tenures,19.2102866,8,49.7977289056514
2000,child,all_tenures,15.4790584,7,48.933812463354876
2000,clean,all_tenures,37.3037201,17,99.4199596333746
2000,cleric,all_tenures,1083.6581694,433,3146.5955363353996
2000,constr,all_tenures,435.23663919999996,188,1214.3887274609303
2000,exec,all_tenures,765.0987621,310,2160.1327586231664
2000,farmer,all_tenures,10.512777600000001,3,39.276184222417214
2000,finsales,all_tenures,283.9281281,112,863.4124700681585
2000,firepol,all_tenures,7.7907371,4,20.43025365086351
2000,food,all_tenures,338.1994839,137,960.8077312668087
2000,guard,all_tenures,64.0407216,22,243.2471769835676
2000,janitor,all_tenures,146.8173237,58,470.5572993288962
2000,mechanic,all_tenures,273.5740502,108,958.5088010096414
2000,mgmtrel,all_tenures,392.1590599,151,1253.910954941435
2000,mining,all_tenures,19.3695908,13,34.30297327700198
2000,operator,all_tenures,723.8784005,281,2589.4728388889994
2000,otheragr,all_tenures,55.2616816,24,276.562440565041
2000,othpers,all_tenures,15.464311299999999,8,79.04444399338331
2000,product,all_tenures,228.5552887,94,693.4031508040727
2000,prof,all_tenures,730.1614162,294,2910.6806053845744
2000,recreation,all_tenures,8.1852295,6,13.4299691497758
2000,retsales,all_tenures,644.6439279,253,1795.3110635247642
2000,shealth,all_tenures,84.699142,40,253.13859101453198
2000,tech,all_tenures,287.69400920000004,112,826.4227330584764
2000,transp,all_tenures,701.2684333999999,278,2276.5037947946666
2000,beauty,long_tenured,8.5516026,3,25.42680782632737
2000,child,long_tenured,0.9463149,1,0.8594889116748446
2000,clean,long_tenured,14.091993200000001,6,40.3693220762898
2000,cleric,long_tenured,453.4876236,180,1380.5614405289723
2000,constr,long_tenured,155.54795869999998,63,495.58924938720935
2000,exec,long_tenured,394.8055988,164,997.3200383731318
2000,farmer,long_tenured,10.512777600000001,3,41.57990537310048
2000,finsales,long_tenured,158.2301337,63,509.1922677097627
2000,firepol,long_tenured,1.8998888999999999,2,1.92714753978777
2000,food,long_tenured,102.45340350000001,43,309.64908748679096
2000,guard,long_tenured,24.6767639,9,102.37771904812081
2000,janitor,long_tenured,56.4166637,26,173.1958035540689
2000,mechanic,long_tenured,104.6990692,40,361.77671486924896
2000,mgmtrel,long_tenured,213.02141930000002,85,579.9188303386072
2000,mining,long_tenured,8.9392557,4,34.2533461077976
2000,operator,long_tenured,345.0124937,134,1251.8550412922402
2000,otheragr,long_tenured,22.5352337,11,51.98560468484475
2000,othpers,long_tenured,2.7868377,2,6.045164559845528
2000,product,long_tenured,155.9244145,62,536.2394740297076
2000,prof,long_tenured,370.7485393,152,974.3293791040952
2000,recreation,long_tenured,4.2233167,3,7.223489709230376
2000,retsales,long_tenured,202.1762629,79,537.7780340765806
2000,shealth,long_tenured,30.631057799999997,18,69.26951430400312
2000,tech,long_tenured,127.0106731,53,416.0534629448549
2000,transp,long_tenured,251.5849234,100,799.5077422963984
2002,beauty,all_tenures,37.12434,14,109.86176261099497
2002,child,all_tenures,13.3268726,6,35.73251122205346
2002,clean,all_tenures,60.831359299999995,27,192.19278456736416
2002,cleric,all_tenures,1469.6377756999998,686,5192.269123088721
2002,constr,all_tenures,487.0515294,213,1509.4011819423647
2002,exec,all_tenures,1048.4866001999999,476,3083.0510700395585
2002,farmer,all_tenures,1.8138766,1,3.6585126646015005
2002,finsales,all_tenures,356.53738530000004,165,1141.2899413485043
2002,firepol,all_tenures,9.1236494,5,26.845522585974248
2002,food,all_tenures,347.8430266,157,1313.433488960386
2002,guard,all_tenures,91.2656105,32,293.908578966247
2002,janitor,all_tenures,200.1933279,87,598.8262681312219
2002,mechanic,all_tenures,338.1029706,154,1016.1443792849506
2002,mgmtrel,all_tenures,452.7505819,208,1214.9701132997823
2002,mining,all_tenures,15.0214105,9,35.977229568961306
2002,operator,all_tenures,1090.4086496000002,475,3025.1553631068987
2002,otheragr,all_tenures,60.7075026,27,238.2481714372229
2002,othpers,all_tenures,23.8733363,10,95.55957708642063
2002,product,all_tenures,306.8154077,143,890.1739862526638
2002,prof,all_tenures,1044.1041883999999,480,2824.2855866373393
2002,recreation,all_tenures,24.4989462,13,98.89457306527457
2002,retsales,all_tenures,732.6407514,324,2128.0939014564324
2002,shealth,all_tenures,99.7176668,40,299.53798563658137
2002,tech,all_tenures,326.2141523,142,932.5168351076386
2002,transp,all_tenures,938.3433749000001,421,2813.3100822995943
2002,beauty,long_tenured,12.8948652,4,45.49803117518796
2002,child,long_tenured,5.4924897,2,17.3518273643423
2002,clean,long_tenured,24.1426145,11,68.85763661037893
2002,cleric,long_tenured,548.3332905999999,275,1376.4325371754896
