coding_block,occ1990dd,census_code,employed_thousands
2011_2019,346,5560,570.3571410750001
2011_2019,347,5900,333.11959156666666
2011_2019,348,5010,232.79640095833332
2011_2019,348,5020,338.2383588333333
2011_2019,354,5540,1093.1494897583334
2011_2019,355,5550,2875.841061175
2011_2019,356,5850,682.8531530166666
2011_2019,357,5510,2296.6023859583333
2011_2019,359,5520,2476.625448975
2011_2019,364,5500,197.25501595
2011_2019,364,5610,5148.720403458333
2011_2019,365,5150,269.6448462166667
2011_2019,365,5620,13640.21506464167
2011_2019,366,5530,238.3839591
2011_2019,368,5630,600.988310175
2011_2019,373,160,2502.969631433333
2011_2019,373,5600,2404.5188674083333
2011_2019,375,540,2946.429208083333
2011_2019,375,5840,2366.8698158166667
2011_2019,376,5240,20383.103437008333
2011_2019,376,5330,1198.56320465
2011_2019,377,5250,675.5907585499999
2011_2019,378,5100,1460.705223683333
2011_2019,379,5860,11150.816270158333
2011_2019,383,5160,3135.784155258333
2011_2019,384,5910,82.87787924166668
2011_2019,385,5810,2619.334852533333
2011_2019,386,5920,242.66760285833334
2011_2019,389,5165,670.3563267249999
2011_2019,389,5220,743.3201617583334
2011_2019,389,5940,4858.918117474999
2011_2019,405,4230,13349.214080183332
2011_2019,408,8300,1492.9437461833334
2011_2019,415,3730,801.6596098666666
2011_2019,417,3720,452.3738403916667
2011_2019,417,3740,2659.7477990916664
2011_2019,417,3750,187.538771475
2011_2019,418,3710,949.8037640666666
2011_2019,418,3820,1373.3412441750002
2011_2019,418,3850,6269.511313366666
2011_2019,418,3860,8.897610125
2011_2019,418,3910,860.67837075
2011_2019,423,3700,428.19419710833336
2011_2019,423,3800,3640.4691557249994
2011_2019,423,3830,6.846873941666667
2011_2019,423,3840,104.21489878333333
2011_2019,425,3940,561.3559950416667
2011_2019,426,3930,8247.826113158333
2011_2019,426,3945,326.13165784166665
2011_2019,427,3900,95.30861041666665
2011_2019,427,3955,1336.1875710250001
2011_2019,434,4040,3901.6223809000003
2011_2019,435,4110,18719.4856965
2011_2019,436,4000,3853.4377993666667
2011_2019,436,4010,4949.6941768083325
2011_2019,436,4020,18477.764925141666
2011_2019,439,4050,3417.9086477166666
2011_2019,444,4030,8486.642063083333
2011_2019,444,4060,2078.7196363166668
2011_2019,444,4120,1854.5014004916666
2011_2019,444,4130,3142.2645202249996
2011_2019,444,4140,2513.572010525
2011_2019,444,4160,5.0953967916666665
2011_2019,445,3640,2597.8189117333336
2011_2019,447,3600,18421.359689074998
2011_2019,447,3645,4606.152862641667
2011_2019,447,3646,442.8105457583333
2011_2019,447,3647,368.3957972666667
2011_2019,447,3648,421.8582293
2011_2019,447,3649,1035.279907775
2011_2019,447,3655,1607.9457384333334
2011_2019,447,4610,11497.151371333332
2011_2019,448,4200,2811.768671208333
2011_2019,450,4210,2265.0186312166666
2011_2019,451,4250,12010.10856354167
2011_2019,453,4220,20509.832881216666
2011_2019,455,4240,752.9959532916668
2011_2019,457,4500,1084.9824944333332
2011_2019,458,4510,7068.627011866667
2011_2019,458,4520,3111.5704391833333
2011_2019,459,4400,889.5940506750001
2011_2019,459,4430,1808.0946944166667
2011_2019,461,4540,491.1291328416666
2011_2019,462,4420,381.8751868583333
2011_2019,464,4530,737.222525125
2011_2019,466,4620,3949.8676075416665
2011_2019,467,4410,33.913731075
2011_2019,468,4600,11160.581990949999
2011_2019,468,4640,396.3199509333333
2011_2019,469,3630,1524.7073892416668
2011_2019,469,4150,2805.580056891667
2011_2019,469,4460,123.92671689166667
2011_2019,469,4650,1248.6316739416666
2011_2019,469,9750,476.08913182500004
2011_2019,470,4320,1901.1618079333332
2011_2019,471,9050,849.5029239666668
2011_2019,471,9410,334.866513375
2011_2019,471,9415,318.4717830833333
2011_2019,472,4350,2059.4521214083334
2011_2019,473,205,8898.119819816666
2011_2019,475,6020,10.940257416666666
2011_2019,479,4340,452.7652564666667
2011_2019,479,6050,7081.302830766666
2011_2019,488,6040,869.2116335666666
2011_2019,489,6010,163.98246431666666
2011_2019,496,6005,468.605195375
2011_2019,496,6120,162.10781463333333
2011_2019,496,6130,557.488461575
2011_2019,498,6100,341.64015250833336
2011_2019,498,6110,2.37495355
2011_2019,503,7000,2489.5140272333333
2011_2019,505,7200,7977.389885866666
2011_2019,507,7210,3093.366654933333
2011_2019,508,7140,1351.8150577666665
2011_2019,509,7240,443.88718216666666
2011_2019,514,7150,1303.67163355
2011_2019,514,7160,199.148553
2011_2019,516,7220,1883.2105256083335
2011_2019,516,7260,793.3944137833333
2011_2019,518,7330,3871.205866816667
2011_2019,519,7350,266.91896985
2011_2019,523,7100,153.885347925
2011_2019,523,7120,379.938749775
2011_2019,525,7010,2187.370172066667
2011_2019,526,7320,427.6837581166667
2011_2019,527,7020,1271.6999578083335
2011_2019,527,7420,1677.5216422166668
2011_2019,533,7030,95.18090095
2011_2019,533,7050,7.950507141666668
2011_2019,533,7110,131.45803086666666
2011_2019,534,7315,3663.069034341667
2011_2019,535,7430,627.0407317833333
2011_2019,535,8750,390.19293931666664
2011_2019,536,7540,272.1729767333333
2011_2019,539,7300,225.42804201666664
2011_2019,543,6700,264.04303823333333
2011_2019,544,7360,457.99982538333336
2011_2019,549,7340,4495.919585766666
2011_2019,549,7440,1.9914811833333337
2011_2019,549,7550,56.35170754166667
2011_2019,549,7560,116.17167371666666
2011_2019,549,7630,1923.914768033333
2011_2019,558,6200,5945.809858158333
2011_2019,563,6220,1333.6345182
2011_2019,563,6240,1494.8221201666665
2011_2019,567,6230,11665.953804808334
2011_2019,573,6330,1395.9921908750002
2011_2019,575,6355,7082.936329075001
2011_2019,575,7130,573.9607566249999
2011_2019,577,7040,253.8476776
2011_2019,577,7410,1121.0192484416666
2011_2019,577,7600,5.5717696666666665
2011_2019,579,6420,5059.138906883333
2011_2019,583,6430,7.688909616666667
2011_2019,584,6460,231.71848740833332
2011_2019,585,6440,5210.834904608333
2011_2019,588,6250,527.1573430916667
2011_2019,589,6360,394.4600742416667
2011_2019,593,6400,459.6064391833333
2011_2019,593,6720,307.2240747416667
2011_2019,594,6300,167.37202918333335
2011_2019,595,6515,1923.6673404500002
2011_2019,597,6500,75.36187575
2011_2019,597,6530,519.8517518833333
2011_2019,597,7740,246.12627080833335
2011_2019,598,6820,248.30535220833332
2011_2019,599,6310,1.798526725
2011_2019,599,6520,1145.0335414166668
2011_2019,599,6540,7.035073683333334
2011_2019,599,6710,331.8774237666667
2011_2019,599,6765,371.59781055
2011_2019,614,6800,327.92526996666663
2011_2019,614,6920,92.50315596666667
2011_2019,615,6830,79.55445428333334
2011_2019,616,6840,563.5706709250001
2011_2019,617,6910,10.967568066666667
2011_2019,617,6940,622.1046817333332
2011_2019,628,7700,7084.463725491666
2011_2019,634,8130,508.1499348833333
2011_2019,637,8030,3412.7913385916663
2011_2019,643,6210,178.97368273333336
2011_2019,644,8210,46.99897478333333
2011_2019,645,8060,8.758380558333334
2011_2019,645,8440,5.622880891666666
2011_2019,645,8520,0.6417752
2011_2019,649,8910,91.03581057500001
2011_2019,653,8160,6.611235766666667
2011_2019,657,8500,505.98812272500004
2011_2019,658,8510,125.94986785
2011_2019,666,8350,768.0290126
2011_2019,668,8450,326.34668055000003
2011_2019,669,8330,75.7205493
2011_2019,675,8920,304.418239275
2011_2019,677,3520,463.639329125
2011_2019,678,3420,5477.400577474999
2011_2019,678,8760,796.8883758583333
2011_2019,679,8256,157.36801494166664
2011_2019,684,8120,6.073200758333333
2011_2019,686,7810,2719.6563229999992
2011_2019,687,7800,1957.0906039416668
2011_2019,688,7840,824.9665227666667
2011_2019,694,8620,767.34594045
2011_2019,695,8600,373.91471115
2011_2019,696,8610,769.0157117333333
2011_2019,699,8630,360.835346325
2011_2019,703,8010,105.68082201666665
2011_2019,703,8020,5.427342425
2011_2019,706,7950,724.1163936500001
2011_2019,707,7940,146.71219986666665
2011_2019,708,7960,7.3666323
2011_2019,709,8000,439.38004064999996
2011_2019,713,7930,7.373793766666667
2011_2019,719,8100,378.69764175
2011_2019,723,8200,169.611923075
2011_2019,724,8150,4.6610377750000005
2011_2019,727,8530,290.002143275
2011_2019,729,8540,186.0613339
2011_2019,733,8220,3569.78126485
2011_2019,733,8550,238.20418644166665
2011_2019,736,8250,241.730010925
2011_2019,736,8255,1654.9048082166664
2011_2019,738,8420,109.54509881666667
2011_2019,739,8410,95.74430299166667
2011_2019,743,8400,65.52977798333333
2011_2019,744,8320,1609.2159233583332
2011_2019,745,8340,11.319896658333333
2011_2019,747,8310,367.4397268833333
2011_2019,749,8360,2.0328333083333336
2011_2019,749,8460,214.836275275
2011_2019,753,8850,81.58516229166666
2011_2019,754,8800,2435.0379212083335
2011_2019,755,7920,117.20255885833333
2011_2019,755,8430,2.182173408333333
2011_2019,755,8720,271.9823208
2011_2019,756,8650,773.0720104000001
2011_2019,757,8640,570.8335563583333
2011_2019,763,7830,117.02283786666666
2011_2019,764,8860,57.555291725000004
2011_2019,765,8930,263.65032675
2011_2019,766,8040,207.88524320000002
2011_2019,766,8730,126.22502303333333
2011_2019,769,7850,118.94397860833335
2011_2019,769,8710,584.0328531166667
2011_2019,774,8830,292.3859987833333
2011_2019,779,7855,1237.7218951999998
2011_2019,779,8810,1391.5829034166668
2011_2019,779,8840,4.832757133333333
2011_2019,779,8900,3.064142775
2011_2019,779,8940,117.39385446666667
2011_2019,779,8965,8789.964366233333
2011_2019,783,8140,5337.402016308333
2011_2019,785,7710,105.9297667
2011_2019,785,7720,1231.900765375
2011_2019,785,7730,148.51677704166664
2011_2019,785,7750,9015.018868275
2011_2019,799,8740,6675.67340765
2011_2019,803,9000,1847.0312279916664
2011_2019,804,7510,346.7471916
2011_2019,804,9130,30639.59375466667
2011_2019,804,9600,5196.902532100001
2011_2019,808,9120,5139.016912941666
2011_2019,809,9110,146.30116815833333
2011_2019,809,9140,4596.1065421
2011_2019,809,9150,583.6957495666666
2011_2019,813,9350,767.1526367666667
2011_2019,823,9240,508.0492464833333
2011_2019,824,9200,421.1966654166667
2011_2019,824,9260,120.10181146666669
2011_2019,825,9230,7.515892391666666
2011_2019,829,9300,223.50075672499997
2011_2019,829,9310,336.6560669666667
2011_2019,829,9330,9.665949408333333
2011_2019,834,9340,8.05165895
2011_2019,844,6320,3202.4141947249996
2011_2019,848,9510,594.2109378833334
2011_2019,848,9560,92.42359040833334
2011_2019,853,9520,331.44509102500007
2011_2019,859,9500,6.344254816666666
2011_2019,859,9650,196.2127443583333
2011_2019,859,9730,1.67491165
2011_2019,859,9740,4.723457783333334
2011_2019,865,7610,190.32620228333334
2011_2019,866,6600,542.2828677083334
2011_2019,869,6260,15434.930113591667
2011_2019,869,6730,948.4432964166666
2011_2019,869,6930,10.056981050000001
2011_2019,873,8950,449.1584742499999
2011_2019,875,9720,873.8004986750001
2011_2019,878,9630,250.20535773333333
2011_2019,885,9360,842.7277390666667
2011_2019,887,9610,3051.405407758333
2011_2019,888,9640,4677.111580208333
2011_2019,889,6740,98.86755874999999
2011_2019,889,6750,92.02729967499998
2011_2019,889,9420,278.50754816666665
2011_2019,889,9620,17403.598660041665
2020_2026,4,10,12274.547812203788
2020_2026,7,120,9705.348932011742
2020_2026,8,135,118.04697150227274
2020_2026,8,136,2090.854024534091
2020_2026,8,137,424.28897967462126
2020_2026,13,40,409.32087852765153
2020_2026,13,51,4272.670872517046
2020_2026,13,52,3788.9930722746208
2020_2026,13,60,872.9126718397728
2020_2026,13,2825,916.2160300738636
2020_2026,14,230,7075.3746819765165
2020_2026,15,350,5778.452373034092
2020_2026,18,410,5727.000289423107
2020_2026,19,4465,220.55215307083336
2020_2026,22,20,8899.429996988636
2020_2026,22,101,546.8084588920455
2020_2026,22,102,969.0650612587121
2020_2026,22,110,5027.6744876249995
2020_2026,22,140,2075.6452990060607
2020_2026,22,220,7904.644984992803
2020_2026,22,300,1354.8794766761364
2020_2026,22,310,8123.047831514014
2020_2026,22,335,454.8324339522727
2020_2026,22,340,867.7625916083333
2020_2026,22,360,244.67246112424243
2020_2026,22,420,3191.2054290386363
2020_2026,22,440,38718.32165362878
2020_2026,22,600,989.307522842803
2020_2026,22,705,6477.935611578788
2020_2026,22,725,1144.6639274075758
2020_2026,23,800,11894.459601982577
2020_2026,23,930,411.4417646
2020_2026,24,860,835.9245818856061
2020_2026,25,820,371.9124856878788
2020_2026,25,830,270.09054696742425
2020_2026,25,845,2728.294015300379
2020_2026,25,850,3783.365606501894
2020_2026,25,910,2589.994199557576
2020_2026,25,940,811.6524159352273
2020_2026,25,960,720.6926387026515
2020_2026,26,710,7433.392371672348
2020_2026,27,630,6372.397463583333
2020_2026,27,640,464.1844990375
2020_2026,27,650,1130.253365190909
2020_2026,28,510,68.53977622878787
2020_2026,29,520,1222.495660671591
2020_2026,33,150,1614.0765764416665
2020_2026,33,530,1913.441852230303
2020_2026,34,500,341.7107860496212
2020_2026,35,6660,766.8440835647727
2020_2026,36,565,2163.697395153788
2020_2026,36,900,141.36412592083335
2020_2026,37,425,125.91574974166666
2020_2026,37,750,3864.3727215575755
2020_2026,43,1305,1511.486736525
2020_2026,43,1306,207.4928792034091
2020_2026,44,1320,1135.6986861382575
2020_2026,45,1450,361.6473035795455
2020_2026,47,1520,182.8496759958333
2020_2026,48,1350,569.8990194704545
2020_2026,53,1360,3429.2267957912873
2020_2026,55,1400,597.4456636219697
2020_2026,55,1410,1982.80461465947
2020_2026,56,1430,1786.2110980428029
2020_2026,57,1460,2744.86814770303
2020_2026,59,1340,202.3062979337121
2020_2026,59,1420,275.0752672382576
2020_2026,59,1440,105.95950872386365
2020_2026,59,1530,4660.388374907954
2020_2026,64,1005,262.8249605473485
2020_2026,64,1006,3736.447073142424
2020_2026,64,1007,1521.6539089185605
2020_2026,64,1021,14890.368001037881
2020_2026,64,1022,541.9916789333333
2020_2026,64,1031,522.4046675079545
2020_2026,64,1032,544.307866351894
2020_2026,64,1050,4673.115082376136
2020_2026,64,1065,918.058806817803
2020_2026,64,1105,1345.058105503788
2020_2026,64,1106,747.705482085606
2020_2026,64,1108,7360.0058915340915
2020_2026,65,700,1254.5968307867422
2020_2026,65,1220,1098.3654156458333
2020_2026,66,1200,221.67294152992423
2020_2026,68,1240,2794.182386959091
2020_2026,69,1700,162.01703181439393
2020_2026,73,1720,650.661478214394
2020_2026,74,1710,87.11440847310607
2020_2026,75,1745,346.62092193901515
2020_2026,75,1750,266.2267878257576
2020_2026,76,1760,2782.528627085985
2020_2026,77,1600,195.41671936249998
2020_2026,78,1610,745.1028356465908
2020_2026,79,1640,174.62953381439394
2020_2026,83,1650,929.5512287916666
2020_2026,84,3090,6878.2305565803035
2020_2026,84,3100,396.80147048863637
2020_2026,85,3010,1209.0227050939393
2020_2026,86,3250,654.9572681303031
2020_2026,87,3040,304.5053026844697
2020_2026,88,3120,76.75406275037878
2020_2026,89,3000,428.9632298219697
2020_2026,89,3261,157.16359431818182
2020_2026,89,3270,97.60730978636363
2020_2026,95,3255,23896.073989900004
2020_2026,95,3256,219.52688049128787
2020_2026,95,3258,1999.9650934890153
2020_2026,96,3050,2433.5631407916667
2020_2026,97,3030,876.3659832689393
2020_2026,98,3220,709.2831755568182
2020_2026,99,3150,1011.7857126636363
2020_2026,99,3610,228.21659611477273
2020_2026,103,3160,2183.590192564394
2020_2026,103,3620,679.7284854196969
2020_2026,104,3140,132.1327538625
2020_2026,104,3230,1377.854333676894
2020_2026,105,3200,86.59869419469698
2020_2026,105,3210,111.8792338848485
2020_2026,105,3245,2103.0942506340907
2020_2026,106,3110,1154.5455660791665
2020_2026,154,2205,7515.6022872522735
2020_2026,155,2300,4378.358418523863
2020_2026,156,2310,23944.33464553712
2020_2026,157,2320,6323.581210271969
2020_2026,158,2330,2420.351221248864
2020_2026,159,2350,1199.4636246992425
2020_2026,159,2360,6369.770442998107
2020_2026,159,2545,9689.94708248826
2020_2026,159,2555,1184.570458719697
2020_2026,163,2001,987.783182364394
2020_2026,163,2002,2590.493892924621
2020_2026,163,2003,267.60319693901516
2020_2026,163,2004,1438.1755340814395
2020_2026,163,2005,121.90384182651515
2020_2026,163,2006,1754.578997992803
2020_2026,164,2435,1224.1221665473486
2020_2026,165,2400,483.1850781734848
2020_2026,166,735,3482.5105353522727
2020_2026,166,1800,192.49445001704544
2020_2026,167,1821,113.47217730984849
2020_2026,167,1822,358.44030148825755
2020_2026,167,1825,1052.5380841363635
2020_2026,169,1860,396.6091053087121
2020_2026,173,1840,272.86685284583336
2020_2026,174,2011,526.5819779719696
2020_2026,174,2012,608.9341794181818
2020_2026,174,2013,178.05843217727272
2020_2026,174,2014,4704.955854563636
2020_2026,176,2040,2912.7438975356063
2020_2026,176,2050,489.8822272545454
2020_2026,176,2060,559.6022286155303
2020_2026,177,2015,544.4816634943181
2020_2026,177,2016,1581.265345405303
2020_2026,177,2025,789.2816045583334
2020_2026,178,2100,8516.578895849243
2020_2026,178,2105,137.75414339507577
2020_2026,183,2850,1760.761617182197
2020_2026,184,2840,418.51938019431816
2020_2026,185,2631,111.60816990189394
2020_2026,185,2632,251.14746332651515
2020_2026,185,2633,365.7504138181818
2020_2026,185,2634,2094.456033932576
2020_2026,185,2635,849.5036193821969
2020_2026,185,2636,205.70958008030303
2020_2026,185,2640,2710.5771728837126
2020_2026,186,2751,350.0812193462121
2020_2026,186,2752,1066.2947070594696
2020_2026,187,2700,328.4887624810606
2020_2026,187,2710,1362.6797924056818
2020_2026,188,2600,2137.9610854499997
2020_2026,189,2910,1435.9175121640153
2020_2026,193,2740,107.31847219015152
2020_2026,194,2755,139.280324419697
2020_2026,194,2770,312.2191461473485
2020_2026,194,2861,674.5957515765151
2020_2026,194,2865,189.86518856249998
2020_2026,195,2810,550.6234059166667
2020_2026,195,2830,759.044233134091
2020_2026,195,2920,850.9033135840909
2020_2026,198,2805,162.96598646477273
2020_2026,199,2721,265.6388235810606
2020_2026,199,2722,2068.523796703409
2020_2026,199,2723,209.4833974768939
2020_2026,203,3300,2317.5432361518942
2020_2026,204,3310,1417.8347134037876
2020_2026,205,3515,1356.9853606113636
2020_2026,206,3321,387.465076557197
2020_2026,206,3322,739.331209460606
2020_2026,206,3323,1746.9441127723485
2020_2026,206,3324,382.96002804090915
2020_2026,206,3330,267.93798468484846
2020_2026,207,3500,4047.514836817425
2020_2026,208,1980,533.503054955303
2020_2026,208,3401,1023.523118119318
2020_2026,208,3402,716.2582672981061
2020_2026,208,3545,1056.1294106946968
2020_2026,208,3550,850.8743297473485
2020_2026,214,1551,596.9614464681817
2020_2026,214,1555,2482.3196415155303
2020_2026,214,1935,171.70119419962123
2020_2026,214,1970,2288.7427704079546
2020_2026,217,1541,272.3541690306818
2020_2026,217,1545,617.5943459443183
2020_2026,218,1310,302.7780474962121
2020_2026,218,1560,458.49677399015155
2020_2026,223,1900,304.5375870011364
2020_2026,223,1910,179.48995111022725
2020_2026,224,1920,444.41718933977273
2020_2026,226,9030,1300.7336835617425
2020_2026,227,9040,247.35384083068183
2020_2026,228,2905,762.7485896814394
2020_2026,228,5040,39.738181070454544
2020_2026,229,1010,2781.6072458685608
2020_2026,233,7905,592.6872329083334
2020_2026,234,2145,3170.0193041268944
2020_2026,234,2170,682.5541561583333
2020_2026,234,2180,526.0094332238637
2020_2026,234,2862,193.98476829924243
2020_2026,243,4700,21397.03742428485
2020_2026,243,4710,8051.452714000378
2020_2026,253,4810,4371.178416525758
2020_2026,254,810,595.3815757443181
2020_2026,254,4920,7596.26907617197
2020_2026,255,4820,1572.463903721212
2020_2026,256,4800,860.8753516204545
2020_2026,258,4930,317.0074376287879
2020_2026,275,726,610.3817896617425
2020_2026,275,4740,537.4786038439395
2020_2026,275,4750,865.8147970071968
2020_2026,275,4760,18916.286295123864
2020_2026,275,4840,4535.233734282955
2020_2026,275,4850,8102.187625870455
2020_2026,275,4940,221.8172846988636
2020_2026,275,4965,2815.7185715
2020_2026,276,4720,18253.804989979923
2020_2026,277,4950,977.1297887681819
2020_2026,283,4900,268.1740266662879
2020_2026,303,5000,8822.808706240152
2020_2026,313,5710,1639.4320098496214
2020_2026,313,5720,325.956270419697
2020_2026,313,5730,610.6766302284091
2020_2026,313,5740,12660.060647197348
2020_2026,315,5820,294.71073005606064
2020_2026,316,5230,259.2962904560606
2020_2026,316,5310,1316.3375539799242
2020_2026,316,5340,102.48319340037878
2020_2026,317,5300,732.2924775958334
2020_2026,318,4830,494.48866768181824
2020_2026,318,5410,812.7923420518939
2020_2026,319,5400,8490.320985234091
2020_2026,326,5350,745.5134653431818
2020_2026,328,5360,592.2738002655303
2020_2026,329,2440,235.69953140871212
2020_2026,329,5320,514.1174766659092
2020_2026,335,5260,965.1800257973484
2020_2026,336,5420,778.4482845852273
2020_2026,337,5120,8344.570872888638
2020_2026,338,5140,1008.4062569579546
2020_2026,344,5110,3119.250675992045
2020_2026,346,5560,404.2577207416667
2020_2026,347,5900,174.59716397878788
2020_2026,348,5010,97.38257280113638
2020_2026,348,5020,141.22795801363637
2020_2026,354,5540,695.2647194583334
2020_2026,355,5550,2224.0211694178033
2020_2026,356,5850,382.2670360128788
2020_2026,357,5510,6304.884508774243
2020_2026,359,5521,600.0468578958333
2020_2026,359,5522,1297.0258699515152
2020_2026,364,5500,152.5436532621212
2020_2026,364,5610,4239.528421104166
2020_2026,365,5150,261.696441214394
2020_2026,365,9645,11850.25457353106
2020_2026,366,5530,148.26523728219698
2020_2026,368,5630,488.37435658825757
2020_2026,373,160,2590.2596990265147
2020_2026,373,5600,1501.27345085947
2020_2026,375,540,2513.725908292803
2020_2026,375,5840,2037.8883135393937
2020_2026,376,5240,18219.616638143183
2020_2026,376,5330,874.1114250874999
2020_2026,377,5250,545.4219340806818
2020_2026,378,5100,730.2956360049243
2020_2026,379,5860,9229.916361083713
2020_2026,383,5160,1586.8124883056819
2020_2026,384,5910,68.29095063484849
2020_2026,385,5810,1585.2218100056818
2020_2026,386,5920,251.2056514655303
2020_2026,389,5165,1108.5414257420455
2020_2026,389,5220,535.9683347026515
2020_2026,389,5940,4393.27863002197
2020_2026,405,4230,9567.423367380681
2020_2026,408,8300,861.1497565253787
2020_2026,415,3725,547.324571576894
2020_2026,417,3720,362.72005863068176
2020_2026,417,3740,2213.7751907344696
2020_2026,417,3750,189.62030460568184
2020_2026,418,3710,682.180416014394
2020_2026,418,3820,1040.838108470076
2020_2026,418,3870,5072.517724833333
2020_2026,418,3910,844.6415547632575
2020_2026,423,3700,329.31315251628786
2020_2026,423,3801,135.86658031742422
2020_2026,423,3802,2130.9523936439396
2020_2026,423,3840,122.15255079886362
2020_2026,425,3940,345.21535867840913
2020_2026,426,3930,6188.150143515151
2020_2026,426,3945,308.46334749659087
2020_2026,427,3900,50.78466299431818
2020_2026,427,3946,222.32228742613637
2020_2026,427,3960,1116.6120120579544
2020_2026,434,4040,2824.005580108333
2020_2026,435,4110,12009.054465063258
2020_2026,436,4000,3260.647952745833
2020_2026,436,4010,3561.223250979166
2020_2026,436,4020,13830.788159908712
2020_2026,439,4055,5945.237183992803
2020_2026,444,4030,6462.693459425756
2020_2026,444,4120,1457.7326334712122
2020_2026,444,4130,1878.2000767246213
2020_2026,444,4140,1709.9186749140151
2020_2026,444,4160,56.776137315530306
2020_2026,445,3640,2165.4074945977277
2020_2026,447,3601,4563.651017225
2020_2026,447,3602,10948.60441166856
2020_2026,447,3603,9235.035399453787
2020_2026,447,3605,451.8071458113636
2020_2026,447,3645,4229.007228906818
2020_2026,447,3646,287.1259738090909
2020_2026,447,3647,266.60489025151514
2020_2026,447,3648,493.0359498178031
2020_2026,447,3649,836.1653906549243
2020_2026,447,3655,1413.6063762223484
2020_2026,448,4200,2390.7373224390153
2020_2026,450,4210,1903.7125420363639
2020_2026,451,4251,8107.474108495075
2020_2026,451,4252,705.9114469651515
2020_2026,451,4255,127.56842552310606
2020_2026,453,4220,15471.168470638257
2020_2026,455,4240,714.5017931234848
2020_2026,457,4500,886.8385911984848
2020_2026,458,4510,5005.8570746147725
2020_2026,458,4521,1983.641716360985
2020_2026,458,4522,710.4327032515151
2020_2026,458,4525,191.42071246893937
2020_2026,459,4400,570.7950321431817
2020_2026,459,4435,1484.1854542799242
2020_2026,461,4540,361.72918970643934
2020_2026,462,4420,252.16538345719695
2020_2026,464,4530,541.7845747515152
2020_2026,466,4621,1700.2086394435605
2020_2026,466,4622,1109.3138977776514
2020_2026,468,4600,7169.555239939016
2020_2026,468,4640,244.94180300606058
2020_2026,469,3630,1141.2015664174241
2020_2026,469,4150,2151.812279110985
2020_2026,469,4461,137.7956699526515
2020_2026,469,4655,886.6786899848485
2020_2026,469,9760,453.9872396094697
2020_2026,470,4330,1316.1968544147726
2020_2026,471,9050,781.3972586765151
2020_2026,471,9410,271.46007921363633
2020_2026,471,9415,194.3402149784091
2020_2026,472,4350,2288.324469182197
2020_2026,473,205,6154.021013213636
2020_2026,479,4340,451.5927258814394
2020_2026,479,6050,5545.724953127273
2020_2026,488,6040,334.72781284431824
2020_2026,489,6010,99.9954070526515
2020_2026,496,6005,391.36371378825766
2020_2026,496,6120,127.97229264583333
2020_2026,496,6130,359.5869801878788
2020_2026,498,6115,212.5085891003788
2020_2026,503,7000,1804.2412200375
2020_2026,505,7200,6207.402577123485
2020_2026,507,7210,2443.8215196583337
2020_2026,508,7140,1049.2697969575756
2020_2026,509,7240,304.92753953333334
2020_2026,514,7150,914.1757317553031
2020_2026,514,7160,161.70020100568183
2020_2026,516,7220,1438.389784079167
2020_2026,516,7260,657.2578241071969
2020_2026,518,7330,2704.8012209484846
2020_2026,519,7350,231.91525428598484
2020_2026,523,7100,149.33344653901514
2020_2026,523,7120,191.44297224318183
2020_2026,525,7010,1104.257018409091
2020_2026,526,7320,296.9315455333333
2020_2026,527,7020,887.481126128788
2020_2026,527,7420,921.0381346757576
2020_2026,533,7030,70.86685224772727
2020_2026,534,7315,3513.9439459049245
2020_2026,535,7430,414.0447471378788
2020_2026,535,8750,335.8294056734848
2020_2026,536,7540,213.00577551818182
2020_2026,539,7300,171.61865431363637
2020_2026,543,6700,253.50347259128787
2020_2026,544,7360,311.2927031424243
2020_2026,549,7340,4643.986622590909
2020_2026,549,7560,73.17840593674242
2020_2026,549,7640,1454.0192457840908
2020_2026,558,6200,5042.683593625379
2020_2026,563,6220,834.7338893700758
2020_2026,563,6240,897.3901344477273
2020_2026,567,6230,8528.963438570076
2020_2026,573,6330,1006.4467546045454
2020_2026,575,6355,6756.477683425757
2020_2026,575,7130,431.3892263643939
2020_2026,577,7040,147.51811141363635
2020_2026,577,7410,900.6087788598485
2020_2026,579,6410,3762.080339545454
2020_2026,584,6460,158.56902461439395
2020_2026,585,6441,325.1957724761364
2020_2026,585,6442,4279.8233204553035
2020_2026,588,6250,405.7938308757576
2020_2026,589,6360,263.7818975530303
2020_2026,593,6400,354.6744956912879
2020_2026,593,6720,189.44597129772728
2020_2026,595,6515,1645.602892347727
2020_2026,597,6530,321.3961895791667
2020_2026,597,7740,140.71657883977275
2020_2026,598,6825,230.964252780303
2020_2026,599,6520,952.3079976666667
2020_2026,599,6540,151.96544749507578
2020_2026,599,6710,286.12590242651515
2020_2026,599,6765,295.88987434810605
2020_2026,614,6800,197.01352290151516
2020_2026,615,6835,68.89770691856062
2020_2026,616,6850,237.11174205833333
2020_2026,617,6950,351.43974493030305
2020_2026,628,7700,5386.784589178787
2020_2026,634,8130,249.76226036704543
2020_2026,637,8030,2182.4054580431816
2020_2026,643,6210,103.87405203901514
2020_2026,649,8910,31.51844618333333
2020_2026,657,8500,376.0066208340909
2020_2026,658,8510,98.48515711401515
2020_2026,666,8350,422.55065243030305
2020_2026,668,8450,138.19908188257574
2020_2026,669,8335,90.34139544507576
2020_2026,675,8920,189.73799081250002
2020_2026,677,3520,345.2322170757576
