year,occ1990dd,universe,employed_thousands,person_months,distinct_households,months_observed,sampling_variance
1983,453,all_employed,2020.5041341666665,16346,7581.0,12,856.0275007782278
1983,455,all_employed,34.560028333333335,276,110.0,12,14.563943437047678
1983,457,all_employed,91.35423833333334,744,271.0,12,56.4918114742818
1983,458,all_employed,621.4397441666666,4876,1730.0,12,362.72388179444744
1983,459,all_employed,128.9319,1329,744.0,12,37.24642618542508
1983,461,all_employed,28.46904416666667,307,169.0,12,9.115534881261802
1983,462,all_employed,21.89133916666667,169,98.0,12,8.044456192698819
1983,464,all_employed,16.960266666666666,176,88.0,12,6.214917405509363
1983,466,all_employed,66.38610249999999,552,346.0,12,21.740417511116135
1983,467,all_employed,9.541020833333334,75,37.0,12,4.010841829683351
1983,468,all_employed,1085.7571816666666,9434,4864.0,12,511.3458946602881
1983,469,all_employed,143.20438000000001,1201,762.0,12,45.060882855702886
1983,470,all_employed,44.4899275,369,256.0,12,13.032142411150854
1983,471,all_employed,62.78476166666667,484,195.0,12,26.640904465050046
1983,472,all_employed,88.04920166666666,743,378.0,12,37.761031170642354
1983,473,all_employed,1363.4967258333334,15341,4986.0,12,748.0272706492342
1983,475,all_employed,84.55061666666667,752,490.0,12,25.833144049599273
1983,479,all_employed,1243.40312,11332,4703.0,12,768.5870857932828
1983,488,all_employed,14.64851,119,91.0,12,4.114617203996335
1983,489,all_employed,0.9460966666666667,6,6.0,12,0.14940712666341088
1983,496,all_employed,128.11387166666665,1304,702.0,12,44.14629718720381
1983,498,all_employed,49.01764916666667,572,293.0,12,25.861515794682436
1983,503,all_employed,251.12945166666665,2002,1160.0,12,82.1003243907806
1983,505,all_employed,804.0203916666666,6323,2935.0,12,383.0966264147852
1983,507,all_employed,306.3853275,2525,1257.0,12,123.04158560611204
1983,508,all_employed,110.2981875,862,378.0,12,43.90616833697883
1983,509,all_employed,63.90128416666667,532,303.0,12,24.324798324410896
1983,514,all_employed,198.95139916666668,1622,729.0,12,86.91263507086077
1983,516,all_employed,209.61477333333332,1888,1112.0,12,61.83148980957045
1983,518,all_employed,515.5081883333334,3901,2054.0,12,238.91869071470225
1983,519,all_employed,29.3500725,278,154.0,12,11.548191534134714
1983,523,all_employed,158.97533833333335,1211,648.0,12,57.63450543674399
1983,525,all_employed,94.96362333333333,693,409.0,12,32.934674847479975
1983,526,all_employed,48.3401,382,258.0,12,13.592585447603714
1983,527,all_employed,298.8993675,2313,902.0,12,157.29624980572305
1983,533,all_employed,127.24979333333333,976,557.0,12,40.746345554691565
1983,534,all_employed,197.86549166666666,1532,778.0,12,77.2889823342735
1983,535,all_employed,88.869615,769,352.0,12,42.27967212617665
1983,536,all_employed,19.1260075,149,64.0,12,9.90200260661428
1983,539,all_employed,27.603867499999996,214,131.0,12,9.570147058984462
1983,543,all_employed,24.534195000000004,186,81.0,12,11.584997401444069
1983,544,all_employed,93.40699,730,349.0,12,35.064463888538775
1983,549,all_employed,540.5241383333333,4293,2847.0,12,179.4334849807363
1983,558,all_employed,508.6784991666667,4127,2522.0,12,182.59226431878213
1983,563,all_employed,290.66986166666663,2194,999.0,12,126.924783846519
1983,567,all_employed,1171.3648699999999,9672,4674.0,12,464.1374612646939
1983,573,all_employed,95.07830916666666,777,375.0,12,43.21037803392465
1983,575,all_employed,611.7090108333333,4878,2106.0,12,254.0267759127861
1983,577,all_employed,105.01703166666667,924,437.0,12,39.29318894903323
1983,579,all_employed,473.2480575000001,3659,1990.0,12,180.66847339084026
1983,583,all_employed,27.626183333333334,204,114.0,12,10.405955251982657
1983,584,all_employed,31.3764725,233,110.0,12,12.801315239185392
1983,585,all_employed,440.4171158333333,3496,1597.0,12,210.39510843043612
1983,588,all_employed,63.14824166666667,501,286.0,12,22.852833158741007
1983,589,all_employed,36.97653833333334,278,131.0,12,14.525144414414616
1983,593,all_employed,56.7986925,436,210.0,12,22.737964042121344
1983,594,all_employed,116.29492416666668,1040,602.0,12,36.23468086251128
1983,595,all_employed,133.062145,976,527.0,12,64.89462707350386
1983,597,all_employed,65.05633583333334,520,280.0,12,24.09297868285476
1983,598,all_employed,13.6937,132,85.0,12,4.197500213535573
1983,599,all_employed,184.30604583333331,1523,1011.0,12,56.76951303999142
1983,614,all_employed,58.74996583333333,587,318.0,12,29.88632826788626
1983,615,all_employed,9.400335833333333,93,55.0,12,3.606960279026831
1983,616,all_employed,33.44417416666667,386,218.0,12,11.57447147957797
1983,617,all_employed,34.75373166666667,377,232.0,12,12.225772574097915
1983,628,all_employed,1266.8274775,9956,4995.0,12,586.9621340202957
1983,634,all_employed,150.43973250000002,1054,457.0,12,60.959637614955916
1983,637,all_employed,489.05464333333333,3592,1713.0,12,220.47444200951858
1983,643,all_employed,32.28017666666667,263,163.0,12,15.708503978915497
1983,644,all_employed,22.502372499999996,180,95.0,12,7.940718571029633
1983,645,all_employed,36.42554166666667,253,118.0,12,16.464704844019572
1983,649,all_employed,13.362218333333333,119,61.0,12,4.226515997948506
1983,653,all_employed,141.315005,1079,545.0,12,68.4380207751943
1983,657,all_employed,47.23200666666666,358,215.0,12,18.420986194409178
1983,658,all_employed,36.315354166666665,287,162.0,12,12.24856495174305
1983,666,all_employed,168.42535500000002,1356,657.0,12,64.81976187283229
1983,668,all_employed,66.94679833333332,547,226.0,12,29.72841410685813
1983,669,all_employed,39.01078416666667,312,141.0,12,16.49810837556967
1983,675,all_employed,143.39466583333333,1209,787.0,12,36.791463407893204
1983,677,all_employed,56.856478333333335,438,199.0,12,29.758250968196318
1983,678,all_employed,51.709295833333336,398,166.0,12,21.674435634495968
1983,679,all_employed,32.221605833333335,255,141.0,12,9.692559319111558
1983,684,all_employed,27.100850833333332,196,151.0,12,7.3420291043486685
1983,686,all_employed,274.14626,2264,929.0,12,137.20539065933997
1983,687,all_employed,103.70251916666666,803,381.0,12,49.56253096003652
1983,688,all_employed,26.989807499999998,228,129.0,12,9.032129634756663
1983,694,all_employed,38.884684166666666,323,175.0,12,14.004730445775278
1983,695,all_employed,51.484345000000005,410,211.0,12,24.125443057366073
1983,696,all_employed,117.21617749999999,889,508.0,12,49.54080341552358
1983,699,all_employed,36.5763675,334,210.0,12,11.27470389393593
1983,703,all_employed,119.62536083333335,832,512.0,12,41.92509579845769
1983,706,all_employed,114.74617666666668,804,436.0,12,48.42577010942874
1983,707,all_employed,20.589792499999998,154,96.0,12,7.45568797565367
1983,708,all_employed,31.1452325,214,143.0,12,11.926045808759739
1983,709,all_employed,146.37489333333335,1064,567.0,12,40.848459538543025
1983,713,all_employed,17.096464166666667,125,75.0,12,6.38092796942225
1983,719,all_employed,101.39399666666665,761,403.0,12,48.37659973122334
1983,723,all_employed,39.009528333333336,292,135.0,12,14.594915290900131
1983,724,all_employed,19.1498175,138,67.0,12,8.489939538125338
1983,727,all_employed,94.16498666666668,799,435.0,12,41.855464472164726
1983,729,all_employed,13.29632166666667,105,66.0,12,4.17870149885732
1983,733,all_employed,34.85771,299,201.0,12,11.137029801701134
1983,734,all_employed,380.0375725,2886,1242.0,12,152.35526404910976
1983,736,all_employed,76.54475083333334,608,304.0,12,36.005120174816476
1983,738,all_employed,96.50568166666666,657,285.0,12,56.657391983718284
1983,739,all_employed,41.89458333333334,349,149.0,12,16.925777147563455
1983,743,all_employed,8.26918,67,45.0,12,2.0182935267037703
1983,744,all_employed,813.2944508333333,5892,2397.0,12,403.0523849932064
1983,745,all_employed,74.72990916666666,788,317.0,12,33.55544050878265
1983,747,all_employed,140.9554441666667,1071,519.0,12,69.7203573084701
1983,749,all_employed,79.97962833333334,565,349.0,12,30.241736095591158
1983,753,all_employed,38.08418416666667,286,175.0,12,13.55851960967117
1983,754,all_employed,397.4630025,3053,1778.0,12,127.14962522242683
1983,755,all_employed,58.24752333333334,418,238.0,12,26.412773701037946
1983,756,all_employed,112.97943583333334,813,456.0,12,48.3780229928783
1983,757,all_employed,62.819785,502,277.0,12,21.01428004416092
1983,763,all_employed,4.036753333333333,32,20.0,12,1.5256654260116298
1983,764,all_employed,12.184256666666666,97,66.0,12,3.895498466697985
1983,765,all_employed,24.5913275,187,109.0,12,7.401796632545935
1983,766,all_employed,110.12441833333334,895,469.0,12,33.87646392801058
1983,769,all_employed,244.85361583333335,1828,1104.0,12,79.22083606554517
1983,774,all_employed,88.36877750000001,690,399.0,12,29.63706158810243
1983,779,all_employed,1470.7319741666668,11021,6124.0,12,707.0756616055361
1983,783,all_employed,585.4886633333333,4574,2053.0,12,232.17166970655964
1983,785,all_employed,1216.0176391666666,8955,4354.0,12,594.2067561044112
1983,789,all_employed,43.17829583333333,346,191.0,12,19.385386467276632
1983,799,all_employed,885.3415741666668,6698,3348.0,12,372.53443015515734
1983,803,all_employed,28.460592499999997,221,165.0,12,8.198828759878657
1983,804,all_employed,2778.688135833333,22127,9324.0,12,1291.132643903154
1983,808,all_employed,369.11735166666665,2931,1114.0,12,220.5562023285307
1983,809,all_employed,154.06548999999998,1221,597.0,12,62.184873317040406
1983,813,all_employed,37.36754333333334,277,148.0,12,12.861927264821182
1983,823,all_employed,32.22403666666667,289,133.0,12,15.325624444757374
1983,824,all_employed,72.59810916666667,657,273.0,12,35.06460048386233
1983,825,all_employed,48.0906325,463,185.0,12,21.18421015360009
1983,829,all_employed,61.02417499999999,509,245.0,12,29.58435239359628
1983,834,all_employed,4.306871666666667,38,17.0,12,2.5830624848382713
1983,844,all_employed,153.05512,1346,809.0,12,59.0508350359816
1983,848,all_employed,120.33797333333332,1021,499.0,12,50.692419030337945
1983,853,all_employed,103.4069575,933,528.0,12,37.00708543360752
1983,859,all_employed,192.77631083333333,1611,954.0,12,58.0969989578406
1983,865,all_employed,151.36297083333332,1084,745.0,12,49.893028534991736
1983,866,all_employed,9.681008333333333,109,72.0,12,2.7240088625271093
1983,869,all_employed,592.229435,4715,3041.0,12,232.83637957290068
1983,873,all_employed,77.345115,589,430.0,12,19.205843954277526
1983,875,all_employed,63.14282,453,236.0,12,29.5498389384581
1983,878,all_employed,91.38415333333333,674,461.0,12,27.11046212033767
1983,885,all_employed,290.37581333333327,2425,1200.0,12,126.37043376112011
1983,887,all_employed,172.97494333333333,1334,837.0,12,48.777590498132014
1983,888,all_employed,284.528135,2167,1341.0,12,90.86850074239011
1983,889,all_employed,2306.5530558333335,18026,10056.0,12,864.1077169899128
1983,4,wage_salary,24.458912500000004,221,128.0,12,8.379894686748715
1983,7,wage_salary,339.48495833333334,2649,1405.0,12,130.20457272139285
1983,8,wage_salary,105.346935,849,475.0,12,33.95041232113373
1983,13,wage_salary,523.1499924999999,3948,2249.0,12,210.2070178088863
1983,14,wage_salary,397.8524891666667,3318,1504.0,12,157.6862383364796
1983,15,wage_salary,87.1764275,699,474.0,12,25.96029582046234
1983,18,wage_salary,199.659905,1511,751.0,12,106.62431599790071
1983,19,wage_salary,26.633420833333332,193,76.0,12,12.06180206405963
1983,22,wage_salary,4347.834673333333,34493,17042.0,12,1954.6008732189937
1983,23,wage_salary,980.9759375,7513,3449.0,12,449.26538587245113
1983,24,wage_salary,31.870395833333333,233,156.0,12,8.491390178106046
1983,25,wage_salary,460.85456916666664,3614,1954.0,12,176.12673291652908
1983,26,wage_salary,70.01456916666667,576,366.0,12,20.82860322409006
1983,27,wage_salary,300.5989333333333,2350,1415.0,12,105.0632407673629
1983,28,wage_salary,11.047685,98,66.0,12,3.361636926144804
1983,29,wage_salary,159.60839249999998,1228,604.0,12,58.76987894729693
1983,33,wage_salary,288.439135,2130,989.0,12,125.89381293347239
1983,34,wage_salary,45.46370833333334,382,246.0,12,12.626707780367601
1983,35,wage_salary,54.64136166666666,455,224.0,12,23.39823500297966
1983,36,wage_salary,147.97769833333334,1225,674.0,12,54.358972837780236
1983,37,wage_salary,168.27875083333333,1357,875.0,12,44.476903620001366
1983,43,wage_salary,66.68085833333333,540,241.0,12,29.57339592398733
1983,44,wage_salary,80.36291333333332,559,288.0,12,34.156360010968065
1983,45,wage_salary,25.50601166666667,180,99.0,12,10.110377995878462
1983,47,wage_salary,28.758161666666666,228,122.0,12,19.45249994084568
1983,48,wage_salary,72.19927833333334,562,273.0,12,27.496289545829708
1983,53,wage_salary,204.2521925,1659,842.0,12,95.42001730681706
1983,55,wage_salary,462.02655833333336,3361,1617.0,12,168.82794222500968
1983,56,wage_salary,210.60909416666664,1508,799.0,12,94.45289587895142
1983,57,wage_salary,253.24399916666667,1789,960.0,12,103.27997090304686
1983,59,wage_salary,219.30044333333333,1706,1034.0,12,77.04237695121002
1983,64,wage_salary,252.78838749999997,1872,1085.0,12,95.27294540317658
1983,65,wage_salary,145.80156,1069,753.0,12,34.588602169540515
1983,66,wage_salary,10.935736666666665,89,46.0,12,3.376573344095509
1983,68,wage_salary,35.39420916666667,290,142.0,12,12.147402016987838
1983,69,wage_salary,27.972705833333336,235,108.0,12,9.074004358456937
1983,73,wage_salary,94.000315,722,332.0,12,45.550423535615174
1983,74,wage_salary,10.152543333333334,90,44.0,12,4.817525809195667
1983,75,wage_salary,54.72439333333333,471,218.0,12,24.98931185937215
1983,76,wage_salary,10.340845833333333,85,64.0,12,2.8352693669593543
1983,77,wage_salary,23.64739583333333,227,131.0,12,8.921813891316459
1983,78,wage_salary,53.87311166666667,491,262.0,12,19.557786947974577
1983,79,wage_salary,36.82803416666666,399,197.0,12,13.299467028473423
1983,83,wage_salary,26.649644166666665,191,111.0,12,9.569847946082872
1983,84,wage_salary,243.74720666666667,1822,780.0,12,161.0619100583998
1983,85,wage_salary,16.883045833333334,122,77.0,12,7.198190162671045
1983,86,wage_salary,11.548635833333334,108,53.0,12,3.8213228164521937
1983,87,wage_salary,3.430284166666667,40,25.0,12,0.758400817857773
1983,88,wage_salary,1.26732,10,5.0,12,0.42920625909584154
1983,89,wage_salary,3.3743499999999997,29,16.0,12,1.2039335993439177
1983,95,wage_salary,1361.4098066666666,10794,3930.0,12,730.0532736294308
1983,96,wage_salary,124.2290675,981,353.0,12,59.565333813699915
1983,97,wage_salary,67.53356333333333,550,278.0,12,23.246753777480624
1983,98,wage_salary,68.90602916666666,533,205.0,12,34.59923107414061
1983,99,wage_salary,27.025838333333333,217,82.0,12,10.350031483023717
1983,103,wage_salary,46.6553525,357,162.0,12,18.87424233878311
1983,104,wage_salary,47.85242,383,155.0,12,22.288865128977438
1983,105,wage_salary,41.01766083333334,322,168.0,12,16.17386958953726
1983,106,wage_salary,51.02531916666666,398,188.0,12,20.09626405473405
1983,154,wage_salary,611.75036,4994,1989.0,12,256.8887015515316
1983,155,wage_salary,293.6391016666667,2368,1009.0,12,153.50989495264236
1983,156,wage_salary,1346.4083675,11124,4302.0,12,785.0913669833242
1983,157,wage_salary,1199.7721833333333,9984,3868.0,12,595.2178182287669
1983,158,wage_salary,76.86172083333334,623,404.0,12,22.281250901761076
1983,159,wage_salary,289.7661625,2373,1355.0,12,93.04627383377814
1983,163,wage_salary,177.49933083333335,1474,745.0,12,61.98729808654291
1983,164,wage_salary,191.94464416666668,1601,672.0,12,90.98829434696368
1983,165,wage_salary,19.890274166666668,168,76.0,12,8.320822182512902
1983,166,wage_salary,87.42746583333333,704,432.0,12,25.44352980810471
1983,167,wage_salary,104.38590250000001,827,425.0,12,44.02845209403561
1983,169,wage_salary,14.437991666666667,134,86.0,12,4.610720101522673
1983,173,wage_salary,13.7939775,112,67.0,12,4.4319237017182465
1983,174,wage_salary,391.3046366666667,3111,1412.0,12,175.49434642517673
1983,176,wage_salary,327.5869466666667,2626,965.0,12,205.37905649221557
1983,177,wage_salary,76.37193166666667,609,395.0,12,21.898313647540796
1983,178,wage_salary,354.84164166666665,2784,1110.0,12,202.03728147875972
1983,183,wage_salary,12.747125,99,80.0,12,3.270111076725148
